user_id,movie_id,score,block_size
137930,24331,4,-1
44915,16303,3,-1
136606,69342,4,-1
44910,294,4,-1
60538,75315,3,-1
29771,27367,4,-1
29776,18897,3,-1
60540,41566,3,-1
31606,199341,3,-1
52925,18079,5,-1
130473,127913,3,-1
91299,140846,4,-1
111316,192393,4,-1
97836,9491,3,-1
15580,14553,4,-1
8292,11081,4,-1
79170,62878,4,-1
109472,13958,3,-1
97830,45739,3,-1
113977,25048,4,-1
26230,417285,3,-1
113980,111759,2,-1
24056,42714,3,-1
122443,42987,5,-1
81493,40423,3,-1
102830,183386,3,-1
3832,1896,3,-1
52936,48954,4,-1
2507,9377,4,-1
9157,31022,4,-1
133511,29112,3,-1
18621,665,3,-1
38693,140003,4,-1
130488,8272,4,-1
109482,47863,4,-1
41865,52639,3,-1
71691,158068,4,-1
61415,151368,3,-1
57393,242022,3,-1
2997,58877,2,-1
81008,221667,3,-1
84995,154282,3,-1
39547,36685,5,-1
50769,861,4,-1
52944,192558,3,-1
93013,9797,3,-1
38683,117251,4,-1
73886,19661,4,-1
130019,49508,5,-1
63601,42530,4,-1
110448,112198,4,-1
2524,43811,4,-1
26210,42252,4,-1
1674,241620,3,-1
28871,13385,3,-1
132681,27864,4,-1
108138,135161,3,-1
129056,18809,5,-1
131353,121357,3,-1
97849,2134,4,-1
37341,51722,5,-1
13397,600,5,-1
132209,12837,4,-1
41843,28794,3,-1
95663,76142,4,-1
63615,8834,4,-1
122896,81708,2,-1
69390,43443,3,-1
59599,34921,4,-1
81024,269518,3,-1
81020,178446,3,-1
117071,1879,3,-1
50788,cycling+with+moli%C3%A8re+2013,4,-1
66454,36331,4,-1
92744,120833,4,-1
45999,42229,3,-1
78440,25900,3,-1
122370,22404,3,-1
1697,72914,4,-1
32684,117730,3,-1
57983,182127,3,-1
134361,10560,3,-1
91404,1888,4,-1
90559,2892,5,-1
133033,92117,3,-1
64270,14639,4,-1
44654,24665,4,-1
112558,13068,4,-1
21551,8833,4,-1
133036,84772,5,-1
40298,98551,3,-1
4740,6643,5,-1
97189,14643,3,-1
44658,184352,3,-1
97185,5889,3,-1
20228,25695,3,-1
10425,64605,4,-1
30012,23518,4,-1
53153,11778,5,-1
30498,20377,4,-1
2555,398,4,-1
54005,97,4,-1
57993,587,3,-1
126710,113286,4,-1
58842,130747,4,-1
122356,49876,4,-1
78437,120972,4,-1
87384,292547,5,-1
126718,19666,3,-1
104945,260339,3,-1
58849,263065,4,-1
126717,288521,4,-1
110367,71809,4,-1
23707,50247,5,-1
108041,18612,3,-1
114722,37720,5,-1
107197,53172,3,-1
111219,41326,5,-1
30001,10835,4,-1
102737,1829,4,-1
54011,17274,3,-1
124525,130816,3,-1
77136,19993,4,-1
29006,79777,3,-1
49090,13405,4,-1
77137,122088,3,-1
78467,63951,3,-1
54498,31152,4,-1
6920,155055,3,-1
113881,172003,4,-1
101885,10948,5,-1
29481,70423,2,-1
29480,24470,2,-1
11721,43844,3,-1
19214,116352,3,-1
65153,132344,4,-1
134388,24830,3,-1
137896,746,4,-1
31322,5143,4,-1
56687,10428,3,-1
120153,14811,4,-1
821,43385,3,-1
101415,297265,4,-1
33988,34943,4,-1
71844,61048,3,-1
89131,175287,3,-1
88284,119324,4,-1
112128,56551,3,-1
135647,52359,5,-1
70997,8435,3,-1
46809,839,4,-1
1263,59892,5,-1
45956,1392,4,-1
79330,78293,4,-1
44626,17136,4,-1
55366,18979,3,-1
5619,31657,4,-1
124109,61369,3,-1
78489,86600,5,-1
54037,11826,5,-1
31792,199575,3,-1
1254,43635,3,-1
135651,11763,3,-1
70988,42200,3,-1
33977,2587,4,-1
32646,79361,4,-1
68684,18649,4,-1
80308,34921,4,-1
53194,47430,4,-1
37083,99880,4,-1
58888,13291,3,-1
76299,42611,4,-1
28142,170657,3,-1
58883,44524,5,-1
79328,225564,3,-1
89127,85876,4,-1
70516,28415,4,-1
30457,13433,4,-1
5627,35824,4,-1
31789,milk+2008,4,-1
132150,9%2F11%3A+the+twin+towers+2006,3,-1
132157,106028,3,-1
94982,9056,4,-1
90147,21707,4,-1
102780,61202,3,-1
4794,10434,3,-1
113432,21635,4,-1
77171,54075,4,-1
123242,51452,5,-1
124572,183011,4,-1
114766,11718,3,-1
54053,238397,4,-1
115615,90414,3,-1
114768,34474,3,-1
77173,14040,3,-1
80344,34308,3,-1
77177,8280,2,-1
125411,72875,2,-1
114772,41471,4,-1
6966,107946,4,-1
67360,38091,4,-1
50936,11309,2,-1
66045,11188,4,-1
39242,230846,3,-1
6982,133018,4,-1
112575,38757,5,-1
88290,17912,3,-1
94976,14748,3,-1
42891,35395,5,-1
55391,52047,3,-1
125894,19740,2,-1
80328,97610,5,-1
77163,17041,5,-1
860,16194,3,-1
125886,8463,3,-1
125402,288094,3,-1
105811,11030,4,-1
22819,59013,4,-1
7821,44947,4,-1
90128,36328,3,-1
67374,285176,3,-1
100128,2062,4,-1
66040,10909,2,-1
65195,171357,3,-1
45112,15624,4,-1
4330,12089,4,-1
20297,11907,4,-1
11340,112674,4,-1
45597,12186,4,-1
74478,45585,3,-1
26830,45698,4,-1
73145,43832,4,-1
23322,22728,4,-1
126331,159032,4,-1
72292,39463,4,-1
24658,77124,5,-1
22470,33810,4,-1
129833,75244,3,-1
128505,293,3,-1
20291,22498,2,-1
12673,4614,5,-1
38822,47883,3,-1
91804,257091,4,-1
36647,135,5,-1
52218,42473,4,-1
86461,112678,3,-1
106715,254446,3,-1
48616,85656,3,-1
25517,119698,3,-1
128981,259956,4,-1
4340,63260,4,-1
66864,36819,5,-1
45103,24525,5,-1
63355,9028,3,-1
5674,180399,4,-1
102376,41810,3,-1
62024,13532,5,-1
129832,129432,4,-1
46432,102078,3,-1
117845,58129,4,-1
26842,111390,4,-1
30091,98491,5,-1
94076,16765,3,-1
882,632,5,-1
22481,74465,3,-1
78830,214314,3,-1
76655,17993,3,-1
53558,184314,3,-1
15710,52999,3,-1
87782,41326,4,-1
137484,8014,4,-1
26815,1844,3,-1
100160,41499,4,-1
4351,256876,4,-1
4352,8214,5,-1
45574,642,3,-1
130852,21828,4,-1
113477,42714,3,-1
3023,82474,4,-1
33593,88192,3,-1
131706,75680,3,-1
25964,464,4,-1
131704,196235,3,-1
73162,42212,4,-1
37958,98355,4,-1
53563,24985,4,-1
103665,43323,5,-1
112155,82120,4,-1
42062,258253,2,-1
102336,315362,3,-1
38804,20442,3,-1
90970,53367,4,-1
45568,285594,4,-1
65554,50797,4,-1
99306,162372,3,-1
21133,184352,4,-1
8720,110790,4,-1
75356,265910,4,-1
33580,28790,3,-1
56601,10393,4,-1
127626,10288,4,-1
76674,10683,3,-1
116984,113458,4,-1
46892,18050,4,-1
56608,31781,3,-1
10486,114395,4,-1
428,68727,2,-1
104522,117467,4,-1
11335,54575,3,-1
57935,9299,4,-1
101019,42676,5,-1
46405,50006,2,-1
8733,74140,4,-1
129401,11592,3,-1
116567,77012,4,-1
22431,66091,3,-1
2197,8764,4,-1
69929,11841,4,-1
50070,184323,5,-1
12639,39968,3,-1
53103,29007,4,-1
78402,42469,3,-1
88209,26718,4,-1
80720,10612,3,-1
11782,41499,4,-1
86027,598,5,-1
89534,21710,3,-1
136580,20411,3,-1
135251,53961,4,-1
14811,41521,4,-1
128540,28770,2,-1
109800,1818,4,-1
103262,38052,4,-1
136588,56583,4,-1
7413,31083,4,-1
62069,4512,3,-1
74049,84204,3,-1
117403,70738,4,-1
69936,60014,4,-1
98478,14872,3,-1
45548,25641,5,-1
97142,42507,4,-1
68609,11881,4,-1
29079,10565,4,-1
32236,91739,4,-1
114382,4822,2,-1
37926,44069,4,-1
130806,65289,4,-1
96292,25670,4,-1
78874,12276,4,-1
33561,48775,4,-1
86499,40618,3,-1
13972,251987,3,-1
11792,44283,2,-1
54449,74523,3,-1
106766,118769,4,-1
13971,76360,4,-1
22415,45579,3,-1
67762,11439,4,-1
47714,93743,4,-1
65102,63143,4,-1
18397,42309,3,-1
18398,67441,4,-1
115698,11697,4,-1
80737,19575,4,-1
68615,100493,5,-1
118724,4180,2,-1
130816,26851,2,-1
76243,88893,2,-1
55781,31242,5,-1
13946,338,5,-1
76248,43255,4,-1
459,10397,4,-1
137454,99351,4,-1
58817,212622,4,-1
62072,faat+kin%C3%A9+2001,4,-1
137450,5919,2,-1
8761,238090,3,-1
136129,49334,4,-1
125490,249164,4,-1
138307,40149,3,-1
65111,2887,4,-1
129851,288313,3,-1
69956,24447,4,-1
67777,11110,3,-1
107600,126754,3,-1
105420,30244,3,-1
101066,121835,3,-1
7434,csny%2Fd%C3%A9j%C3%A0+vu+2008,4,-1
118714,90603,3,-1
17072,178446,4,-1
126342,59255,5,-1
24601,80215,5,-1
99342,126108,5,-1
74063,37658,4,-1
37903,31451,3,-1
115691,4997,4,-1
79741,34528,4,-1
32697,206188,3,-1
88216,113458,3,-1
7426,287524,4,-1
7427,ah%C3%AD+est%C3%A1+el+detalle+1940,4,-1
35725,27318,4,-1
97517,11416,5,-1
5262,12608,4,-1
129321,160324,5,-1
131644,25653,3,-1
6112,134375,3,-1
129324,31850,4,-1
16991,45999,4,-1
65918,44685,3,-1
118675,126749,3,-1
36124,48587,2,-1
82021,107246,2,-1
86863,246400,4,-1
7436,212778,4,-1
48584,148176,3,-1
84681,89704,3,-1
52614,480,5,-1
17844,9026,4,-1
49429,52445,3,-1
133831,11216,4,-1
109724,17481,4,-1
105367,44264,4,-1
74404,54013,3,-1
71376,4885,3,-1
96656,109435,5,-1
127137,50456,3,-1
74883,6643,5,-1
97981,15272,4,-1
25478,250769,3,-1
28507,29134,3,-1
85519,82731,4,-1
25473,31950,4,-1
116487,56655,3,-1
25472,1661,5,-1
116486,41876,4,-1
120979,41253,4,-1
109715,74460,2,-1
5284,24349,4,-1
8795,38720,4,-1
107991,72272,4,-1
74417,52367,3,-1
11281,138907,3,-1
97535,2574,3,-1
48567,70546,4,-1
96205,133823,3,-1
61585,30330,3,-1
23265,50314,4,-1
97530,17027,3,-1
99710,15383,4,-1
27622,26621,4,-1
65946,72172,4,-1
61108,37911,3,-1
36108,1585,4,-1
53961,17990,4,-1
87736,31465,3,-1
118654,9994,4,-1
36102,118381,3,-1
54813,185110,4,-1
131672,33319,4,-1
133850,29455,3,-1
61597,20532,3,-1
94493,83430,3,-1
127598,103162,4,-1
66803,74379,2,-1
97522,15259,3,-1
94013,10859,3,-1
119970,18094,2,-1
114287,14949,4,-1
34399,9614,5,-1
116466,17768,3,-1
26783,38442,3,-1
128436,265297,5,-1
44191,31678,4,-1
77926,46534,4,-1
14326,292191,3,-1
77928,48747,4,-1
14327,41380,4,-1
128036,42845,4,-1
7003,10149,4,-1
97558,14174,3,-1
106245,24251,4,-1
95375,95551,3,-1
93194,11704,5,-1
112929,144114,4,-1
35230,119324,5,-1
73100,77787,2,-1
34382,18299,3,-1
128030,15393,2,-1
51321,56831,4,-1
122729,12480,5,-1
137398,149893,3,-1
12111,68297,4,-1
85573,41210,3,-1
53986,7974,4,-1
46362,101363,3,-1
76627,42002,3,-1
11269,81512,3,-1
8343,64632,4,-1
64641,3640,4,-1
99723,176085,2,-1
62464,213864,3,-1
21076,121317,3,-1
59298,102227,4,-1
110739,40440,4,-1
109760,215924,3,-1
6160,134656,4,-1
24108,28916,4,-1
89927,73351,3,-1
121865,173580,3,-1
87748,39356,4,-1
118220,30839,3,-1
50482,1591,4,-1
86416,73588,3,-1
44173,52620,4,-1
61133,4925,2,-1
138255,219823,4,-1
86893,36133,3,-1
53518,103413,4,-1
127161,222724,5,-1
108403,70476,3,-1
98425,44546,3,-1
73126,35166,5,-1
96243,126597,3,-1
132957,42626,3,-1
66836,24858,3,-1
35693,54186,5,-1
103190,57409,4,-1
50490,32085,4,-1
86445,77670,2,-1
47670,19035,4,-1
44163,50544,4,-1
85596,122804,2,-1
37877,921,4,-1
16936,6609,3,-1
16935,40480,3,-1
45491,19666,5,-1
11249,84332,4,-1
138262,702,4,-1
55705,51010,4,-1
100910,10036,4,-1
132960,13653,3,-1
130782,289318,3,-1
129331,96239,3,-1
48516,267539,3,-1
62483,20506,3,-1
48513,240832,4,-1
46335,149586,3,-1
64667,36861,2,-1
26741,158382,4,-1
72288,43031,3,-1
95387,29885,5,-1
6180,41282,4,-1
72285,110073,3,-1
130308,91817,3,-1
1721,24810,3,-1
3904,28421,3,-1
117355,20829,3,-1
55715,1731,4,-1
37864,124058,4,-1
89941,2769,3,-1
41550,27768,5,-1
13085,42171,4,-1
91375,100975,3,-1
69448,104556,4,-1
93557,10539,3,-1
9226,126516,3,-1
57460,2002,4,-1
61960,16303,4,-1
59641,50553,4,-1
41556,43039,3,-1
113819,48463,4,-1
16590,429,3,-1
13081,30718,3,-1
112969,25598,4,-1
60626,152760,3,-1
33931,14919,3,-1
1733,8363,5,-1
77079,62321,3,-1
3916,64868,3,-1
119129,41609,4,-1
60631,46625,3,-1
85932,113214,5,-1
49036,53935,4,-1
30427,32060,4,-1
48187,61485,4,-1
48188,107828,3,-1
31757,coup+de+gr%C3%A2ce+1976,2,-1
17448,22774,3,-1
1735,39435,3,-1
123616,238407,3,-1
112955,7326,5,-1
134765,25312,3,-1
16120,11659,4,-1
21951,2779,3,-1
95725,3767,4,-1
15278,2013,4,-1
40212,123678,5,-1
58320,8985,4,-1
128062,192588,3,-1
110778,31131,2,-1
81567,134355,3,-1
119598,66720,4,-1
124934,70706,3,-1
31742,250066,3,-1
100506,155852,4,-1
62819,13813,3,-1
29435,11492,3,-1
18309,35327,4,-1
100986,108348,4,-1
124936,9837,4,-1
16572,420743,4,-1
133447,825,3,-1
132110,252143,5,-1
106263,1976,4,-1
37033,56825,3,-1
131269,82881,3,-1
71300,500,4,-1
58330,11604,3,-1
57483,118180,4,-1
120570,84473,5,-1
129381,6414,4,-1
25040,die+zw%C3%B6lf+geschworenen+1963,2,-1
62828,124834,4,-1
29880,27977,3,-1
81117,146428,3,-1
82442,37952,5,-1
24196,167,4,-1
1752,346,5,-1
24197,14636,3,-1
24198,21490,4,-1
15249,20442,4,-1
69464,6967,4,-1
97928,920,4,-1
119581,91208,4,-1
9257,232018,5,-1
70467,14849,1,-1
112932,13260,2,-1
71314,33172,2,-1
15250,75562,3,-1
16580,124639,4,-1
135631,254143,5,-1
107127,black+rain+1989,3,-1
109785,79120,4,-1
58343,111310,4,-1
77082,12407,3,-1
91384,128062,4,-1
61998,8129,4,-1
49480,111315,4,-1
84614,11178,3,-1
58344,284785,4,-1
29411,zat%C3%B4ichi+the+outlaw+1967,4,-1
101812,7972,4,-1
41990,108712,4,-1
89098,43618,3,-1
98806,26895,4,-1
131688,65134,2,-1
73980,33409,5,-1
95772,85638,4,-1
42849,416437,3,-1
93595,31048,5,-1
28539,27070,4,-1
41515,42731,4,-1
57026,51681,4,-1
60672,56191,5,-1
30867,24807,3,-1
31717,38199,4,-1
49471,164353,3,-1
68152,46705,3,-1
71338,226229,4,-1
69014,24130,3,-1
42830,12112,5,-1
16565,42678,4,-1
70485,32921,4,-1
41985,25190,5,-1
108033,72186,3,-1
107186,9564,3,-1
94430,27205,5,-1
61537,2152,3,-1
122797,162494,3,-1
36158,13637,4,-1
29873,125271,3,-1
83302,est%C3%B4mago%3A+a+gastronomic+story+2007,4,-1
101873,568,4,-1
13058,4885,4,-1
1308,108705,4,-1
101877,123320,3,-1
47281,113364,5,-1
53917,26251,4,-1
112984,93946,3,-1
13023,43338,2,-1
13020,44594,3,-1
97976,157841,4,-1
28514,245844,4,-1
27667,17275,5,-1
25007,72609,3,-1
95790,114761,3,-1
108480,49565,5,-1
9284,159152,3,-1
45091,31559,4,-1
29842,104659,3,-1
59224,81111,4,-1
86842,285,5,-1
13025,19562,4,-1
18718,9292,4,-1
15207,38140,5,-1
111645,50070,3,-1
113822,90816,3,-1
73535,79771,4,-1
132566,222649,5,-1
62400,16553,3,-1
1330,3053,5,-1
26345,968,4,-1
62886,322518,3,-1
128082,11328,3,-1
62888,83588,3,-1
58380,1433,3,-1
136928,27618,4,-1
3503,55184,3,-1
1323,10951,3,-1
59236,9791,4,-1
85986,89647,3,-1
59235,278468,4,-1
27675,81589,4,-1
60220,20411,3,-1
122779,61104,4,-1
69032,13528,3,-1
22514,11986,5,-1
43455,60025,3,-1
41279,38361,4,-1
44782,44405,4,-1
44781,230864,4,-1
69606,23997,4,-1
54590,2800,4,-1
22512,2899,4,-1
46968,12259,3,-1
30145,212756,4,-1
34987,37900,5,-1
1336,29124,5,-1
35831,4787,3,-1
125757,61121,2,-1
127933,5165,4,-1
77238,127884,4,-1
127930,32451,4,-1
80400,9691,3,-1
55449,60629,4,-1
88366,11778,4,-1
101789,96010,4,-1
111104,20637,4,-1
80867,68174,4,-1
99001,246741,5,-1
101319,57816,3,-1
55451,15554,3,-1
125743,21244,4,-1
121388,17431,3,-1
101795,80572,4,-1
88358,29244,4,-1
104826,10529,4,-1
11873,80346,3,-1
10542,227700,3,-1
56308,11220,3,-1
20797,121828,3,-1
19325,11896,4,-1
68772,55475,4,-1
65268,13898,3,-1
46940,165904,3,-1
20798,2270,5,-1
55465,30123,4,-1
75061,32092,4,-1
98184,76758,5,-1
123557,142897,4,-1
102618,38437,4,-1
2204,41348,5,-1
3534,5334,4,-1
123552,154821,4,-1
10519,20882,3,-1
101763,248688,3,-1
35817,55792,4,-1
10991,52032,3,-1
5713,222724,4,-1
68770,28955,3,-1
93729,118446,3,-1
71954,21575,5,-1
89220,11841,4,-1
69632,30432,5,-1
112899,20858,5,-1
68783,10822,3,-1
135597,23761,3,-1
60813,47194,4,-1
28287,161806,4,-1
103958,29007,4,-1
120038,11013,2,-1
76398,25633,4,-1
1366,63709,3,-1
2212,23790,4,-1
122212,37373,4,-1
80895,60623,4,-1
100441,5845,3,-1
103950,273334,4,-1
89226,54825,5,-1
33625,174366,4,-1
19786,23676,3,-1
66134,18888,4,-1
14097,48864,5,-1
17124,79361,3,-1
70632,184352,4,-1
17125,1619,4,-1
14094,84050,3,-1
19781,31530,3,-1
116843,85677,2,-1
126652,46240,5,-1
46927,55257,4,-1
68319,81116,5,-1
58992,32099,4,-1
137707,23703,4,-1
42569,11878,4,-1
14091,16869,5,-1
4408,40081,3,-1
2229,46105,3,-1
30102,67,4,-1
72809,11561,3,-1
72807,57243,4,-1
29580,262958,4,-1
4407,9912,4,-1
113327,180,4,-1
134206,43750,3,-1
95923,128,4,-1
43401,234200,4,-1
91561,caf%C3%A9+de+flore+2011,4,-1
132029,64682,3,-1
112477,1542,3,-1
134202,335,4,-1
67479,88930,3,-1
2242,45945,4,-1
20308,68340,4,-1
127971,14654,4,-1
56341,47643,4,-1
39381,4191,4,-1
43406,218233,4,-1
82612,72445,4,-1
78111,1358,4,-1
55012,cr%C3%ADa+cuervos+1975,5,-1
81766,18770,4,-1
123124,111969,4,-1
114660,26884,3,-1
101355,27517,4,-1
112483,11431,3,-1
87068,28438,2,-1
103539,50329,4,-1
4418,29854,4,-1
17102,265010,4,-1
96802,10322,4,-1
102660,59990,3,-1
91114,2000,3,-1
134698,120122,5,-1
112464,44898,3,-1
109298,2457,4,-1
103507,40794,3,-1
123119,24010,4,-1
54175,1891,5,-1
27388,46773,4,-1
28236,11101,4,-1
81790,23550,4,-1
92438,192149,3,-1
5757,93222,5,-1
89278,258751,2,-1
57209,67880,3,-1
26050,11296,4,-1
30569,25698,5,-1
128806,37230,4,-1
38034,47120,4,-1
22948,535,3,-1
100494,10784,5,-1
19772,23535,3,-1
51909,1660,4,-1
93765,3933,5,-1
102672,38602,4,-1
41689,101740,4,-1
40356,29617,4,-1
54189,98864,4,-1
980,47559,3,-1
60864,28100,3,-1
55038,71508,3,-1
127942,26670,3,-1
103995,875,4,-1
111132,321,3,-1
6613,242675,5,-1
133381,124626,3,-1
25629,202043,5,-1
128872,20417,3,-1
74599,168426,3,-1
3123,145504,4,-1
62136,5915,4,-1
117733,37347,4,-1
97234,27094,2,-1
126695,57695,4,-1
114226,11978,4,-1
95052,209282,4,-1
12318,18417,3,-1
34106,9087,3,-1
22590,52013,5,-1
77632,1879,4,-1
79812,15184,4,-1
34585,784,4,-1
126203,84319,3,-1
86103,287821,1,-1
120902,3,5,-1
78966,75950,4,-1
78969,%C3%A6on+flux+2005,3,-1
137355,84177,3,-1
8804,83228,4,-1
135179,16939,3,-1
96379,16031,5,-1
44374,25624,3,-1
97227,1073,4,-1
33241,33481,5,-1
24304,37786,4,-1
22126,687,4,-1
105756,36657,3,-1
528,8741,3,-1
79804,220289,4,-1
129705,29785,5,-1
7501,184781,4,-1
62156,123360,4,-1
67848,247695,3,-1
25600,32859,4,-1
3143,245859,5,-1
26932,109451,2,-1
95070,44164,3,-1
50175,56085,3,-1
127514,30192,4,-1
78504,42165,4,-1
77658,595,3,-1
89632,64876,4,-1
63480,27012,4,-1
87451,112198,4,-1
112018,1482,3,-1
63012,5991,5,-1
67853,11293,5,-1
98571,14720,3,-1
115528,80973,3,-1
115529,127372,4,-1
76792,293310,5,-1
34556,183171,4,-1
127505,19968,4,-1
3147,273621,3,-1
30198,26701,3,-1
15810,18030,4,-1
13631,15152,4,-1
86596,33226,4,-1
15814,27205,4,-1
88772,46334,4,-1
24737,8340,5,-1
45677,145220,4,-1
43015,127872,3,-1
47854,642,3,-1
7520,32558,4,-1
92822,13723,3,-1
137305,29937,3,-1
64358,54546,5,-1
127586,10974,4,-1
26913,136735,3,-1
68719,48463,3,-1
116450,140003,4,-1
14935,21030,2,-1
29187,77776,4,-1
38909,6715,3,-1
114278,133328,4,-1
10572,126922,4,-1
129756,11502,4,-1
104458,9415,4,-1
112098,42722,3,-1
8844,83849,4,-1
58916,35651,4,-1
106639,55418,3,-1
120945,10052,4,-1
55408,43135,3,-1
46514,42337,4,-1
20389,378,4,-1
68724,20927,3,-1
42152,47208,3,-1
136469,42731,3,-1
124067,22536,3,-1
3177,10006,3,-1
116438,8071,3,-1
18064,5925,4,-1
21239,15807,4,-1
76331,21156,4,-1
118622,31527,3,-1
3169,116333,3,-1
53234,30123,3,-1
115598,79008,2,-1
20380,55663,4,-1
11431,12400,4,-1
120932,25434,4,-1
56747,252143,4,-1
11436,40634,5,-1
87493,25504,5,-1
106622,4464,4,-1
135147,35177,5,-1
75026,27460,3,-1
46505,75785,3,-1
36704,200462,4,-1
31498,27045,4,-1
29165,37481,3,-1
33673,62382,4,-1
51067,118013,4,-1
79875,46563,3,-1
125379,1362,4,-1
92836,20332,4,-1
55427,14938,3,-1
5371,74711,4,-1
90653,1282,5,-1
67899,57976,4,-1
116414,87235,4,-1
75037,29424,4,-1
75036,74840,3,-1
75035,19058,3,-1
44317,132392,3,-1
74184,156284,3,-1
22546,23928,3,-1
81700,52473,4,-1
30154,4706,2,-1
14928,40683,3,-1
10561,24653,4,-1
9727,14441,4,-1
112066,1285,3,-1
113397,11240,2,-1
135167,30298,5,-1
113394,1786,3,-1
136491,71754,3,-1
29173,85872,4,-1
11413,56156,4,-1
136493,30910,3,-1
10094,45713,4,-1
129688,44864,4,-1
94129,6916,5,-1
59363,41592,3,-1
131525,12812,3,-1
59365,100257,4,-1
8890,29173,4,-1
87838,35831,4,-1
64707,1523,5,-1
82146,29584,3,-1
138169,114875,4,-1
37576,101449,4,-1
106559,2447,3,-1
99807,628,3,-1
106572,28894,3,-1
6242,1387,3,-1
70167,10105,4,-1
8424,27263,3,-1
12285,93188,2,-1
94591,202941,3,-1
70161,12,4,-1
103061,14839,4,-1
131539,24170,4,-1
114183,34714,4,-1
22082,10434,4,-1
84318,16716,3,-1
42906,90908,4,-1
52741,25649,3,-1
38412,32855,3,-1
87820,29907,4,-1
38897,55257,4,-1
38898,1282,3,-1
39746,19688,4,-1
37569,2117,4,-1
120854,870,4,-1
30931,16095,5,-1
17977,29353,3,-1
96329,94623,3,-1
102182,38318,3,-1
108722,21040,3,-1
98503,34560,3,-1
131544,45221,4,-1
105698,19666,4,-1
74535,27072,4,-1
13581,185292,4,-1
48202,241432,4,-1
73686,22302,3,-1
127003,13492,4,-1
26413,43687,4,-1
66916,66092,3,-1
93295,53092,3,-1
117684,851,4,-1
58059,25518,4,-1
24231,167928,3,-1
53602,137698,4,-1
83494,37563,4,-1
76724,131997,3,-1
13102,20874,3,-1
106535,113214,3,-1
51424,47184,4,-1
45170,71072,3,-1
102193,22256,5,-1
107882,31812,4,-1
99829,9261,4,-1
74549,25004,3,-1
106550,38516,4,-1
17951,43349,4,-1
7595,18573,4,-1
96313,26245,3,-1
46497,129966,3,-1
24247,49729,3,-1
34030,63951,5,-1
66926,11062,4,-1
86515,97365,4,-1
82157,91018,5,-1
120837,24740,4,-1
60384,11686,3,-1
8438,37736,3,-1
108724,38636,4,-1
120833,10635,4,-1
9301,28238,5,-1
47334,184020,3,-1
138117,71370,3,-1
36200,850,5,-1
34021,214100,3,-1
119438,193756,4,-1
4091,9050,4,-1
6272,924,4,-1
99850,380,4,-1
24692,4704,3,-1
35357,18032,4,-1
22030,83801,5,-1
87879,14534,3,-1
50596,37437,5,-1
83038,31216,5,-1
50598,moolaad%C3%A9+2004,4,-1
86544,30055,5,-1
85210,306963,4,-1
51447,113947,4,-1
82187,74097,4,-1
83030,32237,3,-1
94159,80988,4,-1
49505,43430,4,-1
46479,99608,3,-1
9794,26963,4,-1
62582,45706,4,-1
38851,140420,4,-1
62102,75350,3,-1
108791,1912,4,-1
131976,133694,2,-1
25555,23286,4,-1
26889,92352,3,-1
127053,10754,5,-1
34018,7511,4,-1
84357,79016,5,-1
50120,279784,4,-1
100829,156713,4,-1
85685,47007,4,-1
53639,57210,3,-1
126193,125582,3,-1
108766,62130,4,-1
106582,9459,5,-1
66953,90980,4,-1
138138,360380,2,-1
47796,28871,5,-1
131988,24986,4,-1
62115,173185,3,-1
97214,13519,4,-1
111937,72875,4,-1
22016,62692,5,-1
96361,140276,4,-1
72392,1368,4,-1
96363,71114,3,-1
118573,89670,3,-1
121732,52355,3,-1
22491,5155,4,-1
87415,2270,2,-1
53641,77922,3,-1
88744,38621,4,-1
78944,2769,5,-1
44285,66538,4,-1
10034,222724,4,-1
86564,n%C3%B6madak+tx+2006,4,-1
108759,37903,4,-1
85230,9631,4,-1
106594,22805,4,-1
45129,9688,3,-1
109624,61904,4,-1
103086,140783,4,-1
42097,149515,4,-1
66964,46976,3,-1
106598,48329,3,-1
11373,11299,4,-1
130668,99324,4,-1
97202,85505,3,-1
118559,83226,4,-1
87887,22857,3,-1
117237,148857,4,-1
118566,24189,4,-1
77601,38655,3,-1
44273,124581,4,-1
14400,20859,3,-1
10048,307946,4,-1
13559,42124,4,-1
15735,1563,5,-1
12227,67885,2,-1
112845,17897,4,-1
135964,154,4,-1
130276,73191,3,-1
9342,50271,4,-1
17566,116385,3,-1
39352,32847,4,-1
57582,32622,2,-1
56253,this+ain%E2%80%99t+california+2012,4,-1
84716,190906,4,-1
91010,47477,4,-1
42524,8982,4,-1
111515,18183,3,-1
106160,25205,3,-1
57589,45211,4,-1
27362,211017,3,-1
62926,37165,3,-1
84725,31560,4,-1
122640,229526,4,-1
101709,214083,4,-1
121794,179150,3,-1
32727,43599,3,-1
82540,1480,4,-1
120469,38020,4,-1
10930,8764,4,-1
106177,242042,5,-1
94994,50837,4,-1
8023,109491,4,-1
14062,41059,4,-1
38496,164372,5,-1
7172,155459,4,-1
92330,56162,3,-1
79361,nine+1%2F2+weeks+1986,3,-1
20744,279414,2,-1
121302,25673,3,-1
58449,14108,5,-1
83862,54986,3,-1
56266,84001,3,-1
121783,9514,4,-1
39348,85574,4,-1
100863,74286,3,-1
80351,99339,4,-1
66064,43469,4,-1
50964,40594,4,-1
89166,68545,2,-1
17543,54148,4,-1
8033,13589,5,-1
110640,70793,4,-1
94549,26422,3,-1
63800,86225,3,-1
105293,3001,4,-1
42988,5925,5,-1
